10.000	
m		kPa
1.70  134.20337
1.80  136.93529
1.90  139.20756
2.00  141.05764
2.10  142.51985
2.20  143.62408
2.30  144.39468
2.40  144.84967
2.50  145.00010
2.60  144.84967
2.70  144.39468
2.80  143.62408
2.90  142.51985
3.00  141.05764
3.10  139.20756
3.20  136.93529
3.30  134.20337
3.40  130.97273
3.50  127.20437
3.60  122.86122
3.70  117.91005
3.80  112.32344
3.90  106.08168
4.00  99.17455
4.10  91.60288
4.20  83.37974
4.30  74.53138
4.40  65.09758
4.50  55.13156
4.60  44.69934
4.70  33.87863
4.80  22.75715
4.90  11.43056
5.00  0.00000
1105.000	
m		kPa
0.00  0.00000
0.10  11.40457
0.20  22.70587
0.30  33.80344
0.40  44.60222
0.50  55.01501
0.60  64.96453
0.70  74.38502
0.80  83.22344
0.90  91.44001
1.00  99.00842
1.10  105.91534
1.20  112.15965
1.30  117.75119
1.40  122.70921
1.50  127.06067
1.60  130.83830
1.70  134.07869
1.80  136.82038
1.90  139.10202
2.00  140.96068
2.10  142.43036
2.20  143.54067
2.30  144.31578
2.40  144.77353
2.50  144.92489
2.60  144.77353
2.70  144.31578
2.80  143.54067
2.90  142.43036
3.00  140.96068
3.10  139.10202
3.20  136.82038
3.30  134.07869
3.40  130.83830
3.50  127.06067
3.60  122.70921
3.70  117.75119
3.80  112.15965
3.90  105.91534
4.00  99.00842
4.10  91.44001
4.20  83.22344
4.30  74.38502
4.40  64.96453
4.50  55.01501
4.60  44.60222
4.70  33.80344
4.80  22.70587
4.90  11.40457
5.00  0.00000
1110.000	
m		kPa
0.00  0.00000
0.10  11.37875
0.20  22.65494
0.30  33.72874
0.40  44.50572
0.50  54.89919
0.60  64.83227
0.70  74.23950
0.80  83.06798
0.90  91.27797
1.00  98.84305
1.10  105.74969
1.20  111.99646
1.30  117.59281
1.40  122.55757
1.50  126.91721
1.60  130.70399
1.70  133.95402
1.80  136.70537
1.90  138.99627
2.00  140.86343
2.10  142.34052
2.20  143.45687
2.30  144.23644
2.40  144.69693
2.50  144.84921
2.60  144.69693
2.70  144.23644
2.80  143.45687
2.90  142.34052
3.00  140.86343
3.10  138.99627
3.20  136.70537
3.30  133.95402
3.40  130.70399
3.50  126.91721
3.60  122.55757
3.70  117.59281
3.80  111.99646
3.90  105.74969
4.00  98.84305
4.10  91.27797
4.20  83.06798
4.30  74.23950
4.40  64.83227
4.50  54.89919
4.60  44.50572
4.70  33.72874
4.80  22.65494
4.90  11.37875
5.00  0.00000
1115.000	
m		kPa
0.00  0.00000
0.10  11.35311
0.20  22.60434
0.30  33.65454
0.40  44.40984
0.50  54.78409
0.60  64.70081
0.70  74.09481
0.80  82.91336
0.90  91.11674
1.00  98.67844
1.10  105.58472
1.20  111.83385
1.30  117.43491
1.40  122.40629
1.50  126.77400
1.60  130.56980
1.70  133.82935
1.80  136.59026
1.90  138.89034
2.00  140.76591
2.10  142.25033
2.20  143.37267
2.30  144.15667
2.40  144.61988
2.50  144.77307
2.60  144.61988
2.70  144.15667
2.80  143.37267
2.90  142.25033
3.00  140.76591
3.10  138.89034
3.20  136.59026
3.30  133.82935
3.40  130.56980
3.50  126.77400
3.60  122.40629
3.70  117.43491
3.80  111.83385
3.90  105.58472
4.00  98.67844
4.10  91.11674
4.20  82.91336
4.30  74.09481
4.40  64.70081
4.50  54.78409
4.60  44.40984
4.70  33.65454
4.80  22.60434
4.90  11.35311
5.00  0.00000
1120.000	
m		kPa
0.00  0.00000
0.10  11.32764
0.20  22.55408
0.30  33.58081
0.40  44.31458
0.50  54.66971
0.60  64.57013
0.70  73.95095
0.80  82.75957
0.90  90.95632
1.00  98.51458
1.10  105.42043
1.20  111.67183
1.30  117.27749
1.40  122.25537
1.50  126.63102
1.60  130.43574
1.70  133.70469
1.80  136.47505
1.90  138.78421
2.00  140.66812
2.10  142.15981
2.20  143.28809
2.30  144.07647
2.40  144.54238
2.50  144.69647
2.60  144.54238
2.70  144.07647
2.80  143.28809
2.90  142.15981
3.00  140.66812
3.10  138.78421
3.20  136.47505
3.30  133.70469
3.40  130.43574
3.50  126.63102
3.60  122.25537
3.70  117.27749
3.80  111.67183
3.90  105.42043
4.00  98.51458
4.10  90.95632
4.20  82.75957
4.30  73.95095
4.40  64.57013
4.50  54.66971
4.60  44.31458
4.70  33.58081
4.80  22.55408
4.90  11.32764
5.00  0.00000
1125.000	
m		kPa
0.00  0.00000
0.10  11.30234
0.20  22.50416
0.30  33.50757
0.40  44.21992
0.50  54.55603
0.60  64.44023
0.70  73.80790
0.80  82.60660
0.90  90.79670
1.00  98.35148
1.10  105.25682
1.20  111.51040
1.30  117.12055
1.40  122.10481
1.50  126.48829
1.60  130.30180
1.70  133.58004
1.80  136.35975
1.90  138.67790
2.00  140.57007
2.10  142.06896
2.20  143.20312
2.30  143.99585
2.40  144.46442
2.50  144.61943
2.60  144.46442
2.70  143.99585
2.80  143.20312
2.90  142.06896
3.00  140.57007
3.10  138.67790
3.20  136.35975
3.30  133.58004
3.40  130.30180
3.50  126.48829
3.60  122.10481
3.70  117.12055
3.80  111.51040
3.90  105.25682
4.00  98.35148
4.10  90.79670
4.20  82.60660
4.30  73.80790
4.40  64.44023
4.50  54.55603
4.60  44.21992
4.70  33.50757
4.80  22.50416
4.90  11.30234
5.00  0.00000
1130.000	
m		kPa
0.00  0.00000
0.10  11.27721
0.20  22.45456
0.30  33.43481
0.40  44.12586
0.50  54.44305
0.60  64.31110
0.70  73.66566
0.80  82.45445
0.90  90.63787
1.00  98.18912
1.10  105.09388
1.20  111.34954
1.30  116.96408
1.40  121.95462
1.50  126.34580
1.60  130.16798
1.70  133.45541
1.80  136.24436
1.90  138.57140
2.00  140.47175
2.10  141.97778
2.20  143.11776
2.30  143.91481
2.40  144.38603
2.50  144.54192
2.60  144.38603
2.70  143.91481
2.80  143.11776
2.90  141.97778
3.00  140.47175
3.10  138.57140
3.20  136.24436
3.30  133.45541
3.40  130.16798
3.50  126.34580
3.60  121.95462
3.70  116.96408
3.80  111.34954
3.90  105.09388
4.00  98.18912
4.10  90.63787
4.20  82.45445
4.30  73.66566
4.40  64.31110
4.50  54.44305
4.60  44.12586
4.70  33.43481
4.80  22.45456
4.90  11.27721
5.00  0.00000
1135.000	
m		kPa
0.00  0.00000
0.10  11.25224
0.20  22.40528
0.30  33.36251
0.40  44.03240
0.50  54.33077
0.60  64.18273
0.70  73.52421
0.80  82.30311
0.90  90.47983
1.00  98.02750
1.10  104.93160
1.20  111.18926
1.30  116.80808
1.40  121.80478
1.50  126.20355
1.60  130.03429
1.70  133.33079
1.80  136.12888
1.90  138.46473
2.00  140.37317
2.10  141.88627
2.20  143.03203
2.30  143.83335
2.40  144.30720
2.50  144.46398
2.60  144.30720
2.70  143.83335
2.80  143.03203
2.90  141.88627
3.00  140.37317
3.10  138.46473
3.20  136.12888
3.30  133.33079
3.40  130.03429
3.50  126.20355
3.60  121.80478
3.70  116.80808
3.80  111.18926
3.90  104.93160
4.00  98.02750
4.10  90.47983
4.20  82.30311
4.30  73.52421
4.40  64.18273
4.50  54.33077
4.60  44.03240
4.70  33.36251
4.80  22.40528
4.90  11.25224
5.00  0.00000
1140.000	
m		kPa
0.00  0.00000
0.10  11.22744
0.20  22.35633
0.30  33.29067
0.40  43.93952
0.50  54.21916
0.60  64.05511
0.70  73.38357
0.80  82.15256
0.90  90.32256
1.00  97.86661
1.10  104.76999
1.20  111.02955
1.30  116.65255
1.40  121.65529
1.50  126.06154
1.60  129.90073
1.70  133.20619
1.80  136.01332
1.90  138.35788
2.00  140.27433
2.10  141.79443
2.20  142.94592
2.30  143.75148
2.40  144.22793
2.50  144.38559
2.60  144.22793
2.70  143.75148
2.80  142.94592
2.90  141.79443
3.00  140.27433
3.10  138.35788
3.20  136.01332
3.30  133.20619
3.40  129.90073
3.50  126.06154
3.60  121.65529
3.70  116.65255
3.80  111.02955
3.90  104.76999
4.00  97.86661
4.10  90.32256
4.20  82.15256
4.30  73.38357
4.40  64.05511
4.50  54.21916
4.60  43.93952
4.70  33.29067
4.80  22.35633
4.90  11.22744
5.00  0.00000
1145.000	
m		kPa
0.00  0.00000
0.10  11.20280
0.20  22.30769
0.30  33.21930
0.40  43.84722
0.50  54.10824
0.60  63.92824
0.70  73.24370
0.80  82.00281
0.90  90.16607
1.00  97.70644
1.10  104.60903
1.20  110.87041
1.30  116.49748
1.40  121.50617
1.50  125.91978
1.60  129.76730
1.70  133.08161
1.80  135.89768
1.90  138.25085
2.00  140.17524
2.10  141.70228
2.20  142.85944
2.30  143.66921
2.40  144.14823
2.50  144.30676
2.60  144.14823
2.70  143.66921
2.80  142.85944
2.90  141.70228
3.00  140.17524
3.10  138.25085
3.20  135.89768
3.30  133.08161
3.40  129.76730
3.50  125.91978
3.60  121.50617
3.70  116.49748
3.80  110.87041
3.90  104.60903
4.00  97.70644
4.10  90.16607
4.20  82.00281
4.30  73.24370
4.40  63.92824
4.50  54.10824
4.60  43.84722
4.70  33.21930
4.80  22.30769
4.90  11.20280
5.00  0.00000
1150.000	
m		kPa
0.00  0.00000
0.10  11.17833
0.20  22.25937
0.30  33.14838
0.40  43.75549
0.50  53.99798
0.60  63.80210
0.70  73.10461
0.80  81.85385
0.90  90.01035
1.00  97.54700
1.10  104.44873
1.20  110.71183
1.30  116.34289
1.40  121.35740
1.50  125.77825
1.60  129.63399
1.70  132.95705
1.80  135.78195
1.90  138.14366
2.00  140.07590
2.10  141.60981
2.20  142.77259
2.30  143.58652
2.40  144.06811
2.50  144.22750
2.60  144.06811
2.70  143.58652
2.80  142.77259
2.90  141.60981
3.00  140.07590
3.10  138.14366
3.20  135.78195
3.30  132.95705
3.40  129.63399
3.50  125.77825
3.60  121.35740
3.70  116.34289
3.80  110.71183
3.90  104.44873
4.00  97.54700
4.10  90.01035
4.20  81.85385
4.30  73.10461
4.40  63.80210
4.50  53.99798
4.60  43.75549
4.70  33.14838
4.80  22.25937
4.90  11.17833
5.00  0.00000
1155.000	
m		kPa
0.00  0.00000
0.10  11.15401
0.20  22.21136
0.30  33.07790
0.40  43.66434
0.50  53.88839
0.60  63.67670
0.70  72.96629
0.80  81.70567
0.90  89.85539
1.00  97.38827
1.10  104.28907
1.20  110.55382
1.30  116.18875
1.40  121.20899
1.50  125.63698
1.60  129.50082
1.70  132.83251
1.80  135.66615
1.90  138.03629
2.00  139.97632
2.10  141.51703
2.20  142.68538
2.30  143.50344
2.40  143.98756
2.50  144.14780
2.60  143.98756
2.70  143.50344
2.80  142.68538
2.90  141.51703
3.00  139.97632
3.10  138.03629
3.20  135.66615
3.30  132.83251
3.40  129.50082
3.50  125.63698
3.60  121.20899
3.70  116.18875
3.80  110.55382
3.90  104.28907
4.00  97.38827
4.10  89.85539
4.20  81.70567
4.30  72.96629
4.40  63.67670
4.50  53.88839
4.60  43.66434
4.70  33.07790
4.80  22.21136
4.90  11.15401
5.00  0.00000
1160.000	
m		kPa
0.00  0.00000
0.10  11.12984
0.20  22.16366
0.30  33.00788
0.40  43.57374
0.50  53.77945
0.60  63.55202
0.70  72.82874
0.80  81.55825
0.90  89.70118
1.00  97.23025
1.10  104.13006
1.20  110.39637
1.30  116.03508
1.40  121.06092
1.50  125.49594
1.60  129.36778
1.70  132.70800
1.80  135.55028
1.90  137.92876
2.00  139.87649
2.10  141.42394
2.20  142.59780
2.30  143.41995
2.40  143.90659
2.50  144.06768
2.60  143.90659
2.70  143.41995
2.80  142.59780
2.90  141.42394
3.00  139.87649
3.10  137.92876
3.20  135.55028
3.30  132.70800
3.40  129.36778
3.50  125.49594
3.60  121.06092
3.70  116.03508
3.80  110.39637
3.90  104.13006
4.00  97.23025
4.10  89.70118
4.20  81.55825
4.30  72.82874
4.40  63.55202
4.50  53.77945
4.60  43.57374
4.70  33.00788
4.80  22.16366
4.90  11.12984
5.00  0.00000
1165.000	
m		kPa
0.00  0.00000
0.10  11.10584
0.20  22.11626
0.30  32.93829
0.40  43.48370
0.50  53.67117
0.60  63.42806
0.70  72.69194
0.80  81.41161
0.90  89.54771
1.00  97.07293
1.10  103.97168
1.20  110.23947
1.30  115.88186
1.40  120.91322
1.50  125.35515
1.60  129.23488
1.70  132.58351
1.80  135.43433
1.90  137.82107
2.00  139.77642
2.10  141.33054
2.20  142.50987
2.30  143.33607
2.40  143.82520
2.50  143.98714
2.60  143.82520
2.70  143.33607
2.80  142.50987
2.90  141.33054
3.00  139.77642
3.10  137.82107
3.20  135.43433
3.30  132.58351
3.40  129.23488
3.50  125.35515
3.60  120.91322
3.70  115.88186
3.80  110.23947
3.90  103.97168
4.00  97.07293
4.10  89.54771
4.20  81.41161
4.30  72.69194
4.40  63.42806
4.50  53.67117
4.60  43.48370
4.70  32.93829
4.80  22.11626
4.90  11.10584
5.00  0.00000
1170.000	
m		kPa
0.00  0.00000
0.10  11.08198
0.20  22.06916
0.30  32.86913
0.40  43.39422
0.50  53.56352
0.60  63.30481
0.70  72.55589
0.80  81.26572
0.90  89.39499
1.00  96.91632
1.10  103.81394
1.20  110.08312
1.30  115.72910
1.40  120.76586
1.50  125.21460
1.60  129.10210
1.70  132.45906
1.80  135.31831
1.90  137.71322
2.00  139.67611
2.10  141.23685
2.20  142.42159
2.30  143.25181
2.40  143.74340
2.50  143.90617
2.60  143.74340
2.70  143.25181
2.80  142.42159
2.90  141.23685
3.00  139.67611
3.10  137.71322
3.20  135.31831
3.30  132.45906
3.40  129.10210
3.50  125.21460
3.60  120.76586
3.70  115.72910
3.80  110.08312
3.90  103.81394
4.00  96.91632
4.10  89.39499
4.20  81.26572
4.30  72.55589
4.40  63.30481
4.50  53.56352
4.60  43.39422
4.70  32.86913
4.80  22.06916
4.90  11.08198
5.00  0.00000
1175.000	
m		kPa
0.00  0.00000
0.10  11.05828
0.20  22.02236
0.30  32.80041
0.40  43.30527
0.50  53.45652
0.60  63.18226
0.70  72.42057
0.80  81.12058
0.90  89.24300
1.00  96.76039
1.10  103.65683
1.20  109.92732
1.30  115.57680
1.40  120.61885
1.50  125.07429
1.60  128.96947
1.70  132.33463
1.80  135.20223
1.90  137.60522
2.00  139.57557
2.10  141.14285
2.20  142.33296
2.30  143.16715
2.40  143.66120
2.50  143.82479
2.60  143.66120
2.70  143.16715
2.80  142.33296
2.90  141.14285
3.00  139.57557
3.10  137.60522
3.20  135.20223
3.30  132.33463
3.40  128.96947
3.50  125.07429
3.60  120.61885
3.70  115.57680
3.80  109.92732
3.90  103.65683
4.00  96.76039
4.10  89.24300
4.20  81.12058
4.30  72.42057
4.40  63.18226
4.50  53.45652
4.60  43.30527
4.70  32.80041
4.80  22.02236
4.90  11.05828
5.00  0.00000
1180.000	
m		kPa
0.00  0.00000
0.10  11.03473
0.20  21.97585
0.30  32.73211
0.40  43.21687
0.50  53.35014
0.60  63.06040
0.70  72.28599
0.80  80.97618
0.90  89.09174
1.00  96.60515
1.10  103.50034
1.20  109.77207
1.30  115.42494
1.40  120.47220
1.50  124.93422
1.60  128.83696
1.70  132.21024
1.80  135.08608
1.90  137.49706
2.00  139.47480
2.10  141.04856
2.20  142.24398
2.30  143.08211
2.40  143.57858
2.50  143.74299
2.60  143.57858
2.70  143.08211
2.80  142.24398
2.90  141.04856
3.00  139.47480
3.10  137.49706
3.20  135.08608
3.30  132.21024
3.40  128.83696
3.50  124.93422
3.60  120.47220
3.70  115.42494
3.80  109.77207
3.90  103.50034
4.00  96.60515
4.10  89.09174
4.20  80.97618
4.30  72.28599
4.40  63.06040
4.50  53.35014
4.60  43.21687
4.70  32.73211
4.80  21.97585
4.90  11.03473
5.00  0.00000
1185.000	
m		kPa
0.00  0.00000
0.10  11.01133
0.20  21.92964
0.30  32.66424
0.40  43.12900
0.50  53.24439
0.60  62.93923
0.70  72.15214
0.80  80.83253
0.90  88.94121
1.00  96.45060
1.10  103.34448
1.20  109.61735
1.30  115.27354
1.40  120.32589
1.50  124.79440
1.60  128.70460
1.70  132.08588
1.80  134.96986
1.90  137.38875
2.00  139.37381
2.10  140.95397
2.20  142.15466
2.30  142.99670
2.40  143.49557
2.50  143.66079
2.60  143.49557
2.70  142.99670
2.80  142.15466
2.90  140.95397
3.00  139.37381
3.10  137.38875
3.20  134.96986
3.30  132.08588
3.40  128.70460
3.50  124.79440
3.60  120.32589
3.70  115.27354
3.80  109.61735
3.90  103.34448
4.00  96.45060
4.10  88.94121
4.20  80.83253
4.30  72.15214
4.40  62.93923
4.50  53.24439
4.60  43.12900
4.70  32.66424
4.80  21.92964
4.90  11.01133
5.00  0.00000
1190.000	
m		kPa
0.00  0.00000
0.10  10.98807
0.20  21.88371
0.30  32.59678
0.40  43.04166
0.50  53.13925
0.60  62.81875
0.70  72.01901
0.80  80.68960
0.90  88.79138
1.00  96.29672
1.10  103.18923
1.20  109.46318
1.30  115.12258
1.40  120.17993
1.50  124.65482
1.60  128.57237
1.70  131.96155
1.80  134.85359
1.90  137.28029
2.00  139.27258
2.10  140.85910
2.20  142.06500
2.30  142.91091
2.40  143.41216
2.50  143.57818
2.60  143.41216
2.70  142.91091
2.80  142.06500
2.90  140.85910
3.00  139.27258
3.10  137.28029
3.20  134.85359
3.30  131.96155
3.40  128.57237
3.50  124.65482
3.60  120.17993
3.70  115.12258
3.80  109.46318
3.90  103.18923
4.00  96.29672
4.10  88.79138
4.20  80.68960
4.30  72.01901
4.40  62.81875
4.50  53.13925
4.60  43.04166
4.70  32.59678
4.80  21.88371
4.90  10.98807
5.00  0.00000
1195.000	
m		kPa
0.00  0.00000
0.10  10.96496
0.20  21.83807
0.30  32.52973
0.40  42.95483
0.50  53.03473
0.60  62.69894
0.70  71.88659
0.80  80.54740
0.90  88.64227
1.00  96.14351
1.10  103.03459
1.20  109.30954
1.30  114.97207
1.40  120.03432
1.50  124.51549
1.60  128.44028
1.70  131.83727
1.80  134.73726
1.90  137.17169
2.00  139.17114
2.10  140.76395
2.20  141.97500
2.30  142.82474
2.40  143.32835
2.50  143.49517
2.60  143.32835
2.70  142.82474
2.80  141.97500
2.90  140.76395
3.00  139.17114
3.10  137.17169
3.20  134.73726
3.30  131.83727
3.40  128.44028
3.50  124.51549
3.60  120.03432
3.70  114.97207
3.80  109.30954
3.90  103.03459
4.00  96.14351
4.10  88.64227
4.20  80.54740
4.30  71.88659
4.40  62.69894
4.50  53.03473
4.60  42.95483
4.70  32.52973
4.80  21.83807
4.90  10.96496
5.00  0.00000
1200.000	
m		kPa
0.00  0.00000
0.10  10.94200
0.20  21.79271
0.30  32.46309
0.40  42.86853
0.50  52.93081
0.60  62.57980
0.70  71.75488
0.80  80.40592
0.90  88.49386
1.00  95.99097
1.10  102.88056
1.20  109.15644
1.30  114.82200
1.40  119.88905
1.50  124.37639
1.60  128.30833
1.70  131.71302
1.80  134.62087
1.90  137.06294
2.00  139.06948
2.10  140.66851
2.20  141.88467
2.30  142.73821
2.40  143.24415
2.50  143.41176
2.60  143.24415
2.70  142.73821
2.80  141.88467
2.90  140.66851
3.00  139.06948
3.10  137.06294
3.20  134.62087
3.30  131.71302
3.40  128.30833
3.50  124.37639
3.60  119.88905
3.70  114.82200
3.80  109.15644
3.90  102.88056
4.00  95.99097
4.10  88.49386
4.20  80.40592
4.30  71.75488
4.40  62.57980
4.50  52.93081
4.60  42.86853
4.70  32.46309
4.80  21.79271
4.90  10.94200
5.00  0.00000
1205.000	
m		kPa
0.00  0.00000
0.10  10.91918
0.20  21.74763
0.30  32.39686
0.40  42.78274
0.50  52.82749
0.60  62.46132
0.70  71.62387
0.80  80.26514
0.90  88.34615
1.00  95.83909
1.10  102.72713
1.20  109.00386
1.30  114.67237
1.40  119.74412
1.50  124.23754
1.60  128.17652
1.70  131.58881
1.80  134.50442
1.90  136.95406
2.00  138.96760
2.10  140.57279
2.20  141.79402
2.30  142.65131
2.40  143.15957
2.50  143.32795
2.60  143.15957
2.70  142.65131
2.80  141.79402
2.90  140.57279
3.00  138.96760
3.10  136.95406
3.20  134.50442
3.30  131.58881
3.40  128.17652
3.50  124.23754
3.60  119.74412
3.70  114.67237
3.80  109.00386
3.90  102.72713
4.00  95.83909
4.10  88.34615
4.20  80.26514
4.30  71.62387
4.40  62.46132
4.50  52.82749
4.60  42.78274
4.70  32.39686
4.80  21.74763
4.90  10.91918
5.00  0.00000
1210.000	
m		kPa
0.00  0.00000
0.10  10.89649
0.20  21.70282
0.30  32.33102
0.40  42.69746
0.50  52.72476
0.60  62.34350
0.70  71.49355
0.80  80.12508
0.90  88.19914
1.00  95.68787
1.10  102.57430
1.20  108.85180
1.30  114.52318
1.40  119.59954
1.50  124.09893
1.60  128.04484
1.70  131.46464
1.80  134.38793
1.90  136.84504
2.00  138.86551
2.10  140.47680
2.20  141.70303
2.30  142.56405
2.40  143.07460
2.50  143.24376
2.60  143.07460
2.70  142.56405
2.80  141.70303
2.90  140.47680
3.00  138.86551
3.10  136.84504
3.20  134.38793
3.30  131.46464
3.40  128.04484
3.50  124.09893
3.60  119.59954
3.70  114.52318
3.80  108.85180
3.90  102.57430
4.00  95.68787
4.10  88.19914
4.20  80.12508
4.30  71.49355
4.40  62.34350
4.50  52.72476
4.60  42.69746
4.70  32.33102
4.80  21.70282
4.90  10.89649
5.00  0.00000
1215.000	
m		kPa
0.00  0.00000
0.10  10.87395
0.20  21.65829
0.30  32.26558
0.40  42.61267
0.50  52.62262
0.60  62.22633
0.70  71.36392
0.80  79.98571
0.90  88.05280
1.00  95.53729
1.10  102.42207
1.20  108.70027
1.30  114.37443
1.40  119.45530
1.50  123.96056
1.60  127.91331
1.70  131.34051
1.80  134.27138
1.90  136.73588
2.00  138.76322
2.10  140.38054
2.20  141.61173
2.30  142.47643
2.40  142.98925
2.50  143.15918
2.60  142.98925
2.70  142.47643
2.80  141.61173
2.90  140.38054
3.00  138.76322
3.10  136.73588
3.20  134.27138
3.30  131.34051
3.40  127.91331
3.50  123.96056
3.60  119.45530
3.70  114.37443
3.80  108.70027
3.90  102.42207
4.00  95.53729
4.10  88.05280
4.20  79.98571
4.30  71.36392
4.40  62.22633
4.50  52.62262
4.60  42.61267
4.70  32.26558
4.80  21.65829
4.90  10.87395
5.00  0.00000
1220.000	
m		kPa
0.00  0.00000
0.10  10.85155
0.20  21.61403
0.30  32.20053
0.40  42.52839
0.50  52.52106
0.60  62.10980
0.70  71.23497
0.80  79.84704
0.90  87.90715
1.00  95.38736
1.10  102.27043
1.20  108.54926
1.30  114.22610
1.40  119.31139
1.50  123.82243
1.60  127.78193
1.70  131.21643
1.80  134.15479
1.90  136.62659
2.00  138.66071
2.10  140.28401
2.20  141.52011
2.30  142.38846
2.40  142.90353
2.50  143.07422
2.60  142.90353
2.70  142.38846
2.80  141.52011
2.90  140.28401
3.00  138.66071
3.10  136.62659
3.20  134.15479
3.30  131.21643
3.40  127.78193
3.50  123.82243
3.60  119.31139
3.70  114.22610
3.80  108.54926
3.90  102.27043
4.00  95.38736
4.10  87.90715
4.20  79.84704
4.30  71.23497
4.40  62.10980
4.50  52.52106
4.60  42.52839
4.70  32.20053
4.80  21.61403
4.90  10.85155
5.00  0.00000
1225.000	
m		kPa
0.00  0.00000
0.10  10.82928
0.20  21.57003
0.30  32.13587
0.40  42.44459
0.50  52.42008
0.60  61.99391
0.70  71.10669
0.80  79.70905
0.90  87.76218
1.00  95.23808
1.10  102.11937
1.20  108.39876
1.30  114.07822
1.40  119.16783
1.50  123.68455
1.60  127.65068
1.70  131.09239
1.80  134.03815
1.90  136.51717
2.00  138.55800
2.10  140.18721
2.20  141.42817
2.30  142.30014
2.40  142.81743
2.50  142.98887
2.60  142.81743
2.70  142.30014
2.80  141.42817
2.90  140.18721
3.00  138.55800
3.10  136.51717
3.20  134.03815
3.30  131.09239
3.40  127.65068
3.50  123.68455
3.60  119.16783
3.70  114.07822
3.80  108.39876
3.90  102.11937
4.00  95.23808
4.10  87.76218
4.20  79.70905
4.30  71.10669
4.40  61.99391
4.50  52.42008
4.60  42.44459
4.70  32.13587
4.80  21.57003
4.90  10.82928
5.00  0.00000
1230.000	
m		kPa
0.00  0.00000
0.10  10.80715
0.20  21.52630
0.30  32.07159
0.40  42.36128
0.50  52.31966
0.60  61.87865
0.70  70.97909
0.80  79.57174
0.90  87.61787
1.00  95.08943
1.10  101.96889
1.20  108.24878
1.30  113.93076
1.40  119.02461
1.50  123.54690
1.60  127.51957
1.70  130.96840
1.80  133.92147
1.90  136.40762
2.00  138.45510
2.10  140.09015
2.20  141.33592
2.30  142.21147
2.40  142.73097
2.50  142.90315
2.60  142.73097
2.70  142.21147
2.80  141.33592
2.90  140.09015
3.00  138.45510
3.10  136.40762
3.20  133.92147
3.30  130.96840
3.40  127.51957
3.50  123.54690
3.60  119.02461
3.70  113.93076
3.80  108.24878
3.90  101.96889
4.00  95.08943
4.10  87.61787
4.20  79.57174
4.30  70.97909
4.40  61.87865
4.50  52.31966
4.60  42.36128
4.70  32.07159
4.80  21.52630
4.90  10.80715
5.00  0.00000
1235.000	
m		kPa
0.00  0.00000
0.10  10.78515
0.20  21.48284
0.30  32.00769
0.40  42.27845
0.50  52.21981
0.60  61.76401
0.70  70.85214
0.80  79.43511
0.90  87.47423
1.00  94.94140
1.10  101.81900
1.20  108.09930
1.30  113.78372
1.40  118.88172
1.50  123.40950
1.60  127.38861
1.70  130.84446
1.80  133.80474
1.90  136.29795
2.00  138.35199
2.10  139.99283
2.20  141.24337
2.30  142.12246
2.40  142.64414
2.50  142.81706
2.60  142.64414
2.70  142.12246
2.80  141.24337
2.90  139.99283
3.00  138.35199
3.10  136.29795
3.20  133.80474
3.30  130.84446
3.40  127.38861
3.50  123.40950
3.60  118.88172
3.70  113.78372
3.80  108.09930
3.90  101.81900
4.00  94.94140
4.10  87.47423
4.20  79.43511
4.30  70.85214
4.40  61.76401
4.50  52.21981
4.60  42.27845
4.70  32.00769
4.80  21.48284
4.90  10.78515
5.00  0.00000
1240.000	
m		kPa
0.00  0.00000
0.10  10.76328
0.20  21.43963
0.30  31.94417
0.40  42.19610
0.50  52.12052
0.60  61.64999
0.70  70.72585
0.80  79.29915
0.90  87.33124
1.00  94.79401
1.10  101.66968
1.20  107.95033
1.30  113.63712
1.40  118.73916
1.50  123.27233
1.60  127.25780
1.70  130.72057
1.80  133.68797
1.90  136.18816
2.00  138.24869
2.10  139.89525
2.20  141.15050
2.30  142.03311
2.40  142.55695
2.50  142.73060
2.60  142.55695
2.70  142.03311
2.80  141.15050
2.90  139.89525
3.00  138.24869
3.10  136.18816
3.20  133.68797
3.30  130.72057
3.40  127.25780
3.50  123.27233
3.60  118.73916
3.70  113.63712
3.80  107.95033
3.90  101.66968
4.00  94.79401
4.10  87.33124
4.20  79.29915
4.30  70.72585
4.40  61.64999
4.50  52.12052
4.60  42.19610
4.70  31.94417
4.80  21.43963
4.90  10.76328
5.00  0.00000
1245.000	
m		kPa
0.00  0.00000
0.10  10.74155
0.20  21.39668
0.30  31.88102
0.40  42.11422
0.50  52.02179
0.60  61.53659
0.70  70.60021
0.80  79.16385
0.90  87.18891
1.00  94.64723
1.10  101.52092
1.20  107.80186
1.30  113.49093
1.40  118.59694
1.50  123.13541
1.60  127.12712
1.70  130.59673
1.80  133.57117
1.90  136.07825
2.00  138.14520
2.10  139.79743
2.20  141.05734
2.30  141.94342
2.40  142.46940
2.50  142.64378
2.60  142.46940
2.70  141.94342
2.80  141.05734
2.90  139.79743
3.00  138.14520
3.10  136.07825
3.20  133.57117
3.30  130.59673
3.40  127.12712
3.50  123.13541
3.60  118.59694
3.70  113.49093
3.80  107.80186
3.90  101.52092
4.00  94.64723
4.10  87.18891
4.20  79.16385
4.30  70.60021
4.40  61.53659
4.50  52.02179
4.60  42.11422
4.70  31.88102
4.80  21.39668
4.90  10.74155
5.00  0.00000
1250.000	
m		kPa
0.00  0.00000
