10.000	
m		kPa
2.20  149.97450
2.30  149.98706
2.40  149.99287
2.50  149.99455
2.60  149.99287
2.70  149.98706
2.80  149.97450
2.90  149.94997
3.00  149.90422
3.10  149.82180
3.20  149.67793
3.30  149.43445
3.40  149.03478
3.50  148.39826
3.60  147.41454
3.70  145.93897
3.80  143.79033
3.90  140.75260
4.00  136.58215
4.10  131.02156
4.20  123.82013
4.30  114.76027
4.40  103.68711
4.50  90.53774
4.60  75.36538
4.70  58.35395
4.80  39.81910
4.90  20.19397
5.00  0.00000
360.000	
m		kPa
0.00  0.00000
0.10  20.05176
0.20  39.54653
0.30  57.97309
0.40  74.90561
0.50  90.03199
0.60  103.16806
0.70  114.25695
0.80  123.35552
0.90  130.61135
1.00  136.23462
1.10  140.46942
1.20  143.56806
1.30  145.77070
1.40  147.29158
1.50  148.31146
1.60  148.97557
1.70  149.39540
1.80  149.65303
1.90  149.80644
2.00  149.89505
2.10  149.94467
2.20  149.97151
2.30  149.98538
2.40  149.99184
2.50  149.99371
2.60  149.99184
2.70  149.98538
2.80  149.97151
2.90  149.94467
3.00  149.89505
3.10  149.80644
3.20  149.65303
3.30  149.39540
3.40  148.97557
3.50  148.31146
3.60  147.29158
3.70  145.77070
3.80  143.56806
3.90  140.46942
4.00  136.23462
4.10  130.61135
4.20  123.35552
4.30  114.25695
4.40  103.16806
4.50  90.03199
4.60  74.90561
4.70  57.97309
4.80  39.54653
4.90  20.05176
5.00  0.00000
365.000	
m		kPa
0.00  0.00000
0.10  19.91251
0.20  39.27948
0.30  57.59958
0.40  74.45408
0.50  89.53441
0.60  102.65627
0.70  113.75937
0.80  122.89484
0.90  130.20321
1.00  135.88750
1.10  140.18538
1.20  143.34406
1.30  145.60026
1.40  147.16633
1.50  148.22252
1.60  148.91450
1.70  149.35485
1.80  149.62697
1.90  149.79024
2.00  149.88530
2.10  149.93897
2.20  149.96826
2.30  149.98352
2.40  149.99069
2.50  149.99278
2.60  149.99069
2.70  149.98352
2.80  149.96826
2.90  149.93897
3.00  149.88530
3.10  149.79024
3.20  149.62697
3.30  149.35485
3.40  148.91450
3.50  148.22252
3.60  147.16633
3.70  145.60026
3.80  143.34406
3.90  140.18538
4.00  135.88750
4.10  130.20321
4.20  122.89484
4.30  113.75937
4.40  102.65627
4.50  89.53441
4.60  74.45408
4.70  57.59958
4.80  39.27948
4.90  19.91251
5.00  0.00000
370.000	
m		kPa
0.00  0.00000
0.10  19.77613
0.20  39.01776
0.30  57.23318
0.40  74.01054
0.50  89.04479
0.60  102.15158
0.70  113.26746
0.80  122.43806
0.90  129.79719
1.00  135.54090
1.10  139.90058
1.20  143.11844
1.30  145.42773
1.40  147.03886
1.50  148.13146
1.60  148.85159
1.70  149.31279
1.80  149.59976
1.90  149.77319
2.00  149.87495
2.10  149.93288
2.20  149.96476
2.30  149.98150
2.40  149.98942
2.50  149.99173
2.60  149.98942
2.70  149.98150
2.80  149.96476
2.90  149.93288
3.00  149.87495
3.10  149.77319
3.20  149.59976
3.30  149.31279
3.40  148.85159
3.50  148.13146
3.60  147.03886
3.70  145.42773
3.80  143.11844
3.90  139.90058
4.00  135.54090
4.10  129.79719
4.20  122.43806
4.30  113.26746
4.40  102.15158
4.50  89.04479
4.60  74.01054
4.70  57.23318
4.80  39.01776
4.90  19.77613
5.00  0.00000
375.000	
m		kPa
0.00  0.00000
0.10  19.64250
0.20  38.76121
0.30  56.87367
0.40  73.57476
0.50  88.56293
0.60  101.65385
0.70  112.78114
0.80  121.98519
0.90  129.39334
1.00  135.19489
1.10  139.61512
1.20  142.89130
1.30  145.25319
1.40  146.90923
1.50  148.03834
1.60  148.78686
1.70  149.26923
1.80  149.57137
1.90  149.75527
2.00  149.86399
2.10  149.92637
2.20  149.96097
2.30  149.97930
2.40  149.98802
2.50  149.99058
2.60  149.98802
2.70  149.97930
2.80  149.96097
2.90  149.92637
3.00  149.86399
3.10  149.75527
3.20  149.57137
3.30  149.26923
3.40  148.78686
3.50  148.03834
3.60  146.90923
3.70  145.25319
3.80  142.89130
3.90  139.61512
4.00  135.19489
4.10  129.39334
4.20  121.98519
4.30  112.78114
4.40  101.65385
4.50  88.56293
4.60  73.57476
4.70  56.87367
4.80  38.76121
4.90  19.64250
5.00  0.00000
380.000	
m		kPa
0.00  0.00000
0.10  19.51155
0.20  38.50965
0.30  56.52083
0.40  73.14653
0.50  88.08862
0.60  101.16294
0.70  112.30033
0.80  121.53622
0.90  128.99169
1.00  134.84956
1.10  139.32911
1.20  142.66273
1.30  145.07673
1.40  146.77750
1.50  147.94319
1.60  148.72032
1.70  149.22418
1.80  149.54181
1.90  149.73648
2.00  149.85241
2.10  149.91942
2.20  149.95690
2.30  149.97690
2.40  149.98648
2.50  149.98930
2.60  149.98648
2.70  149.97690
2.80  149.95690
2.90  149.91942
3.00  149.85241
3.10  149.73648
3.20  149.54181
3.30  149.22418
3.40  148.72032
3.50  147.94319
3.60  146.77750
3.70  145.07673
3.80  142.66273
3.90  139.32911
4.00  134.84956
4.10  128.99169
4.20  121.53622
4.30  112.30033
4.40  101.16294
4.50  88.08862
4.60  73.14653
4.70  56.52083
4.80  38.50965
4.90  19.51155
5.00  0.00000
385.000	
m		kPa
0.00  0.00000
0.10  19.38319
0.20  38.26292
0.30  56.17446
0.40  72.72562
0.50  87.62168
0.60  100.67871
0.70  111.82496
0.80  121.09111
0.90  128.59229
1.00  134.50498
1.10  139.04263
1.20  142.43282
1.30  144.89842
1.40  146.64373
1.50  147.84605
1.60  148.65200
1.70  149.17762
1.80  149.51107
1.90  149.71679
2.00  149.84018
2.10  149.91204
2.20  149.95253
2.30  149.97429
2.40  149.98479
2.50  149.98789
2.60  149.98479
2.70  149.97429
2.80  149.95253
2.90  149.91204
3.00  149.84018
3.10  149.71679
3.20  149.51107
3.30  149.17762
3.40  148.65200
3.50  147.84605
3.60  146.64373
3.70  144.89842
3.80  142.43282
3.90  139.04263
4.00  134.50498
4.10  128.59229
4.20  121.09111
4.30  111.82496
4.40  100.67871
4.50  87.62168
4.60  72.72562
4.70  56.17446
4.80  38.26292
4.90  19.38319
5.00  0.00000
390.000	
m		kPa
0.00  0.00000
0.10  19.25732
0.20  38.02087
0.30  55.83436
0.40  72.31185
0.50  87.16192
0.60  100.20101
0.70  111.35493
0.80  120.64987
0.90  128.19517
1.00  134.16122
1.10  138.75576
1.20  142.20167
1.30  144.71835
1.40  146.50798
1.50  147.74696
1.60  148.58192
1.70  149.12958
1.80  149.47914
1.90  149.69621
2.00  149.82730
2.10  149.90420
2.20  149.94785
2.30  149.97148
2.40  149.98294
2.50  149.98634
2.60  149.98294
2.70  149.97148
2.80  149.94785
2.90  149.90420
3.00  149.82730
3.10  149.69621
3.20  149.47914
3.30  149.12958
3.40  148.58192
3.50  147.74696
3.60  146.50798
3.70  144.71835
3.80  142.20167
3.90  138.75576
4.00  134.16122
4.10  128.19517
4.20  120.64987
4.30  111.35493
4.40  100.20101
4.50  87.16192
4.60  72.31185
4.70  55.83436
4.80  38.02087
4.90  19.25732
5.00  0.00000
395.000	
m		kPa
0.00  0.00000
0.10  19.13388
0.20  37.78336
0.30  55.50036
0.40  71.90499
0.50  86.70918
0.60  99.72972
0.70  110.89019
0.80  120.21246
0.90  127.80036
1.00  133.81834
1.10  138.46860
1.20  141.96936
1.30  144.53659
1.40  146.37032
1.50  147.64596
1.60  148.51010
1.70  149.08006
1.80  149.44602
1.90  149.67471
2.00  149.81375
2.10  149.89589
2.20  149.94284
2.30  149.96843
2.40  149.98092
2.50  149.98464
2.60  149.98092
2.70  149.96843
2.80  149.94284
2.90  149.89589
3.00  149.81375
3.10  149.67471
3.20  149.44602
3.30  149.08006
3.40  148.51010
3.50  147.64596
3.60  146.37032
3.70  144.53659
3.80  141.96936
3.90  138.46860
4.00  133.81834
4.10  127.80036
4.20  120.21246
4.30  110.89019
4.40  99.72972
4.50  86.70918
4.60  71.90499
4.70  55.50036
4.80  37.78336
4.90  19.13388
5.00  0.00000
400.000	
m		kPa
0.00  0.00000
0.10  19.01278
0.20  37.55024
0.30  55.17227
0.40  71.50488
0.50  86.26327
0.60  99.26470
0.70  110.43064
0.80  119.77887
0.90  127.40788
1.00  133.47641
1.10  138.18123
1.20  141.73598
1.30  144.35321
1.40  146.23079
1.50  147.54308
1.60  148.43655
1.70  149.02906
1.80  149.41170
1.90  149.65230
2.00  149.79953
2.10  149.88709
2.20  149.93750
2.30  149.96516
2.40  149.97873
2.50  149.98278
2.60  149.97873
2.70  149.96516
2.80  149.93750
2.90  149.88709
3.00  149.79953
3.10  149.65230
3.20  149.41170
3.30  149.02906
3.40  148.43655
3.50  147.54308
3.60  146.23079
3.70  144.35321
3.80  141.73598
3.90  138.18123
4.00  133.47641
4.10  127.40788
4.20  119.77887
4.30  110.43064
4.40  99.26470
4.50  86.26327
4.60  71.50488
4.70  55.17227
4.80  37.55024
4.90  19.01278
5.00  0.00000
405.000	
m		kPa
0.00  0.00000
0.10  18.89395
0.20  37.32138
0.30  54.84991
0.40  71.11132
0.50  85.82403
0.60  98.80583
0.70  109.97621
0.80  119.34906
0.90  127.01776
1.00  133.13548
1.10  137.89371
1.20  141.50160
1.30  144.16830
1.40  146.08947
1.50  147.43838
1.60  148.36131
1.70  148.97659
1.80  149.37619
1.90  149.62896
2.00  149.78461
2.10  149.87780
2.20  149.93181
2.30  149.96164
2.40  149.97635
2.50  149.98076
2.60  149.97635
2.70  149.96164
2.80  149.93181
2.90  149.87780
3.00  149.78461
3.10  149.62896
3.20  149.37619
3.30  148.97659
3.40  148.36131
3.50  147.43838
3.60  146.08947
3.70  144.16830
3.80  141.50160
3.90  137.89371
4.00  133.13548
4.10  127.01776
4.20  119.34906
4.30  109.97621
4.40  98.80583
4.50  85.82403
4.60  71.11132
4.70  54.84991
4.80  37.32138
4.90  18.89395
5.00  0.00000
410.000	
m		kPa
0.00  0.00000
0.10  18.77732
0.20  37.09666
0.30  54.53313
0.40  70.72415
0.50  85.39130
0.60  98.35297
0.70  109.52683
0.80  118.92302
0.90  126.63001
1.00  132.79561
1.10  137.60613
1.20  141.26630
1.30  143.98192
1.40  145.94640
1.50  147.33188
1.60  148.28440
1.70  148.92267
1.80  149.33948
1.90  149.60468
2.00  149.76899
2.10  149.86801
2.20  149.92577
2.30  149.95786
2.40  149.97377
2.50  149.97855
2.60  149.97377
2.70  149.95786
2.80  149.92577
2.90  149.86801
3.00  149.76899
3.10  149.60468
3.20  149.33948
3.30  148.92267
3.40  148.28440
3.50  147.33188
3.60  145.94640
3.70  143.98192
3.80  141.26630
3.90  137.60613
4.00  132.79561
4.10  126.63001
4.20  118.92302
4.30  109.52683
4.40  98.35297
4.50  85.39130
4.60  70.72415
4.70  54.53313
4.80  37.09666
4.90  18.77732
5.00  0.00000
415.000	
m		kPa
0.00  0.00000
0.10  18.66282
0.20  36.87594
0.30  54.22177
0.40  70.34318
0.50  84.96493
0.60  97.90602
0.70  109.08241
0.80  118.50072
0.90  126.24467
1.00  132.45684
1.10  137.31854
1.20  141.03016
1.30  143.79414
1.40  145.80165
1.50  147.22364
1.60  148.20584
1.70  148.86730
1.80  149.30158
1.90  149.57946
2.00  149.75267
2.10  149.85769
2.20  149.91935
2.30  149.95381
2.40  149.97099
2.50  149.97616
2.60  149.97099
2.70  149.95381
2.80  149.91935
2.90  149.85769
3.00  149.75267
3.10  149.57946
3.20  149.30158
3.30  148.86730
3.40  148.20584
3.50  147.22364
3.60  145.80165
3.70  143.79414
3.80  141.03016
3.90  137.31854
4.00  132.45684
4.10  126.24467
4.20  118.50072
4.30  109.08241
4.40  97.90602
4.50  84.96493
4.60  70.34318
4.70  54.22177
4.80  36.87594
4.90  18.66282
5.00  0.00000
420.000	
m		kPa
0.00  0.00000
0.10  18.55040
0.20  36.65912
0.30  53.91566
0.40  69.96827
0.50  84.54477
0.60  97.46485
0.70  108.64289
0.80  118.08213
0.90  125.86172
1.00  132.11922
1.10  137.03102
1.20  140.79325
1.30  143.60502
1.40  145.65527
1.50  147.11369
1.60  148.12565
1.70  148.81051
1.80  149.26248
1.90  149.55329
2.00  149.73562
2.10  149.84685
2.20  149.91255
2.30  149.94949
2.40  149.96799
2.50  149.97358
2.60  149.96799
2.70  149.94949
2.80  149.91255
2.90  149.84685
3.00  149.73562
3.10  149.55329
3.20  149.26248
3.30  148.81051
3.40  148.12565
3.50  147.11369
3.60  145.65527
3.70  143.60502
3.80  140.79325
3.90  137.03102
4.00  132.11922
4.10  125.86172
4.20  118.08213
4.30  108.64289
4.40  97.46485
4.50  84.54477
4.60  69.96827
4.70  53.91566
4.80  36.65912
4.90  18.55040
5.00  0.00000
425.000	
m		kPa
0.00  0.00000
0.10  18.43998
0.20  36.44607
0.30  53.61468
0.40  69.59924
0.50  84.13066
0.60  97.02934
0.70  108.20819
0.80  117.66722
0.90  125.48120
1.00  131.78280
1.10  136.74363
1.20  140.55564
1.30  143.41464
1.40  145.50731
1.50  147.00208
1.60  148.04388
1.70  148.75229
1.80  149.22219
1.90  149.52617
2.00  149.71785
2.10  149.83547
2.20  149.90536
2.30  149.94488
2.40  149.96476
2.50  149.97078
2.60  149.96476
2.70  149.94488
2.80  149.90536
2.90  149.83547
3.00  149.71785
3.10  149.52617
3.20  149.22219
3.30  148.75229
3.40  148.04388
3.50  147.00208
3.60  145.50731
3.70  143.41464
3.80  140.55564
3.90  136.74363
4.00  131.78280
4.10  125.48120
4.20  117.66722
4.30  108.20819
4.40  97.02934
4.50  84.13066
4.60  69.59924
4.70  53.61468
4.80  36.44607
4.90  18.43998
5.00  0.00000
430.000	
m		kPa
0.00  0.00000
0.10  18.33151
0.20  36.23670
0.30  53.31867
0.40  69.23596
0.50  83.72247
0.60  96.59938
0.70  107.77823
0.80  117.25596
0.90  125.10310
1.00  131.44761
1.10  136.45642
1.20  140.31739
1.30  143.22306
1.40  145.35784
1.50  146.88884
1.60  147.96053
1.70  148.69266
1.80  149.18071
1.90  149.49809
2.00  149.69933
2.10  149.82354
2.20  149.89777
2.30  149.93997
2.40  149.96130
2.50  149.96777
2.60  149.96130
2.70  149.93997
2.80  149.89777
2.90  149.82354
3.00  149.69933
3.10  149.49809
3.20  149.18071
3.30  148.69266
3.40  147.96053
3.50  146.88884
3.60  145.35784
3.70  143.22306
3.80  140.31739
3.90  136.45642
4.00  131.44761
4.10  125.10310
4.20  117.25596
4.30  107.77823
4.40  96.59938
4.50  83.72247
4.60  69.23596
4.70  53.31867
4.80  36.23670
4.90  18.33151
5.00  0.00000
435.000	
m		kPa
0.00  0.00000
0.10  18.22493
0.20  36.03089
0.30  53.02750
0.40  68.87826
0.50  83.32007
0.60  96.17487
0.70  107.35295
0.80  116.84831
0.90  124.72744
1.00  131.11368
1.10  136.16946
1.20  140.07856
1.30  143.03033
1.40  145.20689
1.50  146.77401
1.60  147.87564
1.70  148.63164
1.80  149.13804
1.90  149.46906
2.00  149.68007
2.10  149.81104
2.20  149.88976
2.30  149.93475
2.40  149.95758
2.50  149.96453
2.60  149.95758
2.70  149.93475
2.80  149.88976
2.90  149.81104
3.00  149.68007
3.10  149.46906
3.20  149.13804
3.30  148.63164
3.40  147.87564
3.50  146.77401
3.60  145.20689
3.70  143.03033
3.80  140.07856
3.90  136.16946
4.00  131.11368
4.10  124.72744
4.20  116.84831
4.30  107.35295
4.40  96.17487
4.50  83.32007
4.60  68.87826
4.70  53.02750
4.80  36.03089
4.90  18.22493
5.00  0.00000
440.000	
m		kPa
0.00  0.00000
0.10  18.12019
0.20  35.82855
0.30  52.74104
0.40  68.52602
0.50  82.92332
0.60  95.75569
0.70  106.93227
0.80  116.44425
0.90  124.35422
1.00  130.78107
1.10  135.88279
1.20  139.83923
1.30  142.83653
1.40  145.05453
1.50  146.65764
1.60  147.78923
1.70  148.56924
1.80  149.09420
1.90  149.43906
2.00  149.66006
2.10  149.79798
2.20  149.88133
2.30  149.92921
2.40  149.95361
2.50  149.96106
2.60  149.95361
2.70  149.92921
2.80  149.88133
2.90  149.79798
3.00  149.66006
3.10  149.43906
3.20  149.09420
3.30  148.56924
3.40  147.78923
3.50  146.65764
3.60  145.05453
3.70  142.83653
3.80  139.83923
3.90  135.88279
4.00  130.78107
4.10  124.35422
4.20  116.44425
4.30  106.93227
4.40  95.75569
4.50  82.92332
4.60  68.52602
4.70  52.74104
4.80  35.82855
4.90  18.12019
5.00  0.00000
445.000	
m		kPa
0.00  0.00000
0.10  18.01723
0.20  35.62958
0.30  52.45916
0.40  68.17910
0.50  82.53209
0.60  95.34174
0.70  106.51612
0.80  116.04375
0.90  123.98344
1.00  130.44979
1.10  135.59647
1.20  139.59945
1.30  142.64171
1.40  144.90081
1.50  146.53976
1.60  147.70134
1.70  148.50548
1.80  149.04917
1.90  149.40809
2.00  149.63929
2.10  149.78434
2.20  149.87246
2.30  149.92334
2.40  149.94937
2.50  149.95734
2.60  149.94937
2.70  149.92334
2.80  149.87246
2.90  149.78434
3.00  149.63929
3.10  149.40809
3.20  149.04917
3.30  148.50548
3.40  147.70134
3.50  146.53976
3.60  144.90081
3.70  142.64171
3.80  139.59945
3.90  135.59647
4.00  130.44979
4.10  123.98344
4.20  116.04375
4.30  106.51612
4.40  95.34174
4.50  82.53209
4.60  68.17910
4.70  52.45916
4.80  35.62958
4.90  18.01723
5.00  0.00000
450.000	
m		kPa
0.00  0.00000
0.10  17.91601
0.20  35.43389
0.30  52.18175
0.40  67.83736
0.50  82.14625
0.60  94.93292
0.70  106.10443
0.80  115.64677
0.90  123.61510
1.00  130.11987
1.10  135.31054
1.20  139.35927
1.30  142.44592
1.40  144.74577
1.50  146.42042
1.60  147.61198
1.70  148.44037
1.80  149.00298
1.90  149.37616
2.00  149.61775
2.10  149.77011
2.20  149.86315
2.30  149.91713
2.40  149.94486
2.50  149.95336
2.60  149.94486
2.70  149.91713
2.80  149.86315
2.90  149.77011
3.00  149.61775
3.10  149.37616
3.20  149.00298
3.30  148.44037
3.40  147.61198
3.50  146.42042
3.60  144.74577
3.70  142.44592
3.80  139.35927
3.90  135.31054
4.00  130.11987
4.10  123.61510
4.20  115.64677
4.30  106.10443
4.40  94.93292
4.50  82.14625
4.60  67.83736
4.70  52.18175
4.80  35.43389
4.90  17.91601
5.00  0.00000
455.000	
m		kPa
0.00  0.00000
0.10  17.81648
0.20  35.24139
0.30  51.90869
0.40  67.50068
0.50  81.76570
0.60  94.52913
0.70  105.69714
0.80  115.25327
0.90  123.24921
1.00  129.79135
1.10  135.02506
1.20  139.11875
1.30  142.24922
1.40  144.58947
1.50  146.29964
1.60  147.52118
1.70  148.37392
1.80  148.95562
1.90  149.34326
2.00  149.59544
2.10  149.75528
2.20  149.85339
2.30  149.91057
2.40  149.94005
2.50  149.94911
2.60  149.94005
2.70  149.91057
2.80  149.85339
2.90  149.75528
3.00  149.59544
3.10  149.34326
3.20  148.95562
3.30  148.37392
3.40  147.52118
3.50  146.29964
3.60  144.58947
3.70  142.24922
3.80  139.11875
3.90  135.02506
4.00  129.79135
4.10  123.24921
4.20  115.25327
4.30  105.69714
4.40  94.52913
4.50  81.76570
4.60  67.50068
4.70  51.90869
4.80  35.24139
4.90  17.81648
5.00  0.00000
460.000	
m		kPa
0.00  0.00000
0.10  17.71859
0.20  35.05199
0.30  51.63986
0.40  67.16894
0.50  81.39030
0.60  94.13028
0.70  105.29417
0.80  114.86322
0.90  122.88576
1.00  129.46424
1.10  134.74005
1.20  138.87794
1.30  142.05166
1.40  144.43195
1.50  146.17749
1.60  147.42898
1.70  148.30616
1.80  148.90711
1.90  149.30940
2.00  149.57236
2.10  149.73985
2.20  149.84315
2.30  149.90364
2.40  149.93494
2.50  149.94458
2.60  149.93494
2.70  149.90364
2.80  149.84315
2.90  149.73985
3.00  149.57236
3.10  149.30940
3.20  148.90711
3.30  148.30616
3.40  147.42898
3.50  146.17749
3.60  144.43195
3.70  142.05166
3.80  138.87794
3.90  134.74005
4.00  129.46424
4.10  122.88576
4.20  114.86322
4.30  105.29417
4.40  94.13028
4.50  81.39030
4.60  67.16894
4.70  51.63986
4.80  35.05199
4.90  17.71859
5.00  0.00000
465.000	
m		kPa
0.00  0.00000
0.10  17.62229
0.20  34.86561
0.30  51.37516
0.40  66.84201
0.50  81.01996
0.60  93.73626
0.70  104.89546
0.80  114.47659
0.90  122.52475
1.00  129.13857
1.10  134.45557
1.20  138.63690
1.30  141.85330
1.40  144.27326
1.50  146.05398
1.60  147.33540
1.70  148.23710
1.80  148.85744
1.90  149.27457
2.00  149.54849
2.10  149.72380
2.20  149.83245
2.30  149.89635
2.40  149.92953
2.50  149.93976
2.60  149.92953
2.70  149.89635
2.80  149.83245
2.90  149.72380
3.00  149.54849
3.10  149.27457
3.20  148.85744
3.30  148.23710
3.40  147.33540
3.50  146.05398
3.60  144.27326
3.70  141.85330
3.80  138.63690
3.90  134.45557
4.00  129.13857
4.10  122.52475
4.20  114.47659
4.30  104.89546
4.40  93.73626
4.50  81.01996
4.60  66.84201
4.70  51.37516
4.80  34.86561
4.90  17.62229
5.00  0.00000
470.000	
m		kPa
0.00  0.00000
0.10  17.52755
0.20  34.68217
0.30  51.11449
0.40  66.51979
0.50  80.65454
0.60  93.34698
0.70  104.50094
0.80  114.09335
0.90  122.16616
1.00  128.81437
1.10  134.17165
1.20  138.39567
1.30  141.65419
1.40  144.11345
1.50  145.92915
1.60  147.24047
1.70  148.16676
1.80  148.80664
1.90  149.23877
2.00  149.52384
2.10  149.70714
2.20  149.82126
2.30  149.88867
2.40  149.92379
2.50  149.93464
2.60  149.92379
2.70  149.88867
2.80  149.82126
2.90  149.70714
3.00  149.52384
3.10  149.23877
3.20  148.80664
3.30  148.16676
3.40  147.24047
3.50  145.92915
3.60  144.11345
3.70  141.65419
3.80  138.39567
3.90  134.17165
4.00  128.81437
4.10  122.16616
4.20  114.09335
4.30  104.50094
4.40  93.34698
4.50  80.65454
4.60  66.51979
4.70  51.11449
4.80  34.68217
4.90  17.52755
5.00  0.00000
475.000	
m		kPa
0.00  0.00000
0.10  17.43431
0.20  34.50159
0.30  50.85773
0.40  66.20215
0.50  80.29396
0.60  92.96236
0.70  104.11055
0.80  113.71345
0.90  121.81001
1.00  128.49164
1.10  133.88834
1.20  138.15430
1.30  141.45438
1.40  143.95256
1.50  145.80306
1.60  147.14422
1.70  148.09516
1.80  148.75470
1.90  149.20200
2.00  149.49839
2.10  149.68984
2.20  149.80958
2.30  149.88060
2.40  149.91772
2.50  149.92922
2.60  149.91772
2.70  149.88060
2.80  149.80958
2.90  149.68984
3.00  149.49839
3.10  149.20200
3.20  148.75470
3.30  148.09516
3.40  147.14422
3.50  145.80306
3.60  143.95256
3.70  141.45438
3.80  138.15430
3.90  133.88834
4.00  128.49164
4.10  121.81001
4.20  113.71345
4.30  104.11055
4.40  92.96236
4.50  80.29396
4.60  66.20215
4.70  50.85773
4.80  34.50159
4.90  17.43431
5.00  0.00000
480.000	
m		kPa
0.00  0.00000
0.10  17.34255
0.20  34.32381
0.30  50.60480
0.40  65.88900
0.50  79.93811
0.60  92.58231
0.70  103.72423
0.80  113.33687
0.90  121.45628
1.00  128.17041
1.10  133.60565
1.20  137.91283
1.30  141.25390
1.40  143.79064
1.50  145.67572
1.60  147.04666
1.70  148.02231
1.80  148.70164
1.90  149.16428
2.00  149.47216
2.10  149.67192
2.20  149.79740
2.30  149.87212
2.40  149.91131
2.50  149.92347
2.60  149.91131
2.70  149.87212
2.80  149.79740
2.90  149.67192
3.00  149.47216
3.10  149.16428
3.20  148.70164
3.30  148.02231
3.40  147.04666
3.50  145.67572
3.60  143.79064
3.70  141.25390
3.80  137.91283
3.90  133.60565
4.00  128.17041
4.10  121.45628
4.20  113.33687
4.30  103.72423
4.40  92.58231
4.50  79.93811
4.60  65.88900
4.70  50.60480
4.80  34.32381
4.90  17.34255
5.00  0.00000
485.000	
m		kPa
0.00  0.00000
0.10  17.25223
0.20  34.14874
0.30  50.35560
0.40  65.58023
0.50  79.58688
0.60  92.20674
0.70  103.34191
0.80  112.96356
0.90  121.10496
1.00  127.85068
1.10  133.32363
1.20  137.67130
1.30  141.05282
1.40  143.62773
1.50  145.54719
1.60  146.94784
1.70  147.94823
1.80  148.64747
1.90  149.12559
2.00  149.44513
2.10  149.65335
2.20  149.78471
2.30  149.86324
2.40  149.90456
2.50  149.91739
2.60  149.90456
2.70  149.86324
2.80  149.78471
2.90  149.65335
3.00  149.44513
3.10  149.12559
3.20  148.64747
3.30  147.94823
3.40  146.94784
3.50  145.54719
3.60  143.62773
3.70  141.05282
3.80  137.67130
3.90  133.32363
4.00  127.85068
4.10  121.10496
4.20  112.96356
4.30  103.34191
4.40  92.20674
4.50  79.58688
4.60  65.58023
4.70  50.35560
4.80  34.14874
4.90  17.25223
5.00  0.00000
490.000	
m		kPa
0.00  0.00000
0.10  17.16330
0.20  33.97633
0.30  50.11004
0.40  65.27573
0.50  79.24018
0.60  91.83557
0.70  102.96353
0.80  112.59350
0.90  120.75604
1.00  127.53249
1.10  133.04231
1.20  137.42976
1.30  140.85117
1.40  143.46386
1.50  145.41749
1.60  146.84777
1.70  147.87294
1.80  148.59219
1.90  149.08594
2.00  149.41730
2.10  149.63413
2.20  149.77150
2.30  149.85394
2.40  149.89744
2.50  149.91097
2.60  149.89744
2.70  149.85394
2.80  149.77150
2.90  149.63413
3.00  149.41730
3.10  149.08594
3.20  148.59219
3.30  147.87294
3.40  146.84777
3.50  145.41749
3.60  143.46386
3.70  140.85117
3.80  137.42976
3.90  133.04231
4.00  127.53249
4.10  120.75604
4.20  112.59350
4.30  102.96353
4.40  91.83557
4.50  79.24018
4.60  65.27573
4.70  50.11004
4.80  33.97633
4.90  17.16330
5.00  0.00000
495.000	
m		kPa
0.00  0.00000
0.10  17.07573
0.20  33.80650
0.30  49.86804
0.40  64.97542
0.50  78.89792
0.60  91.46871
0.70  102.58903
0.80  112.22664
0.90  120.40952
1.00  127.21583
1.10  132.76172
1.20  137.18825
1.30  140.64899
1.40  143.29910
1.50  145.28665
1.60  146.74649
1.70  147.79646
1.80  148.53582
1.90  149.04534
2.00  149.38867
2.10  149.61427
2.20  149.75777
2.30  149.84420
2.40  149.88995
2.50  149.90421
2.60  149.88995
2.70  149.84420
2.80  149.75777
2.90  149.61427
3.00  149.38867
3.10  149.04534
3.20  148.53582
3.30  147.79646
3.40  146.74649
3.50  145.28665
3.60  143.29910
3.70  140.64899
3.80  137.18825
3.90  132.76172
4.00  127.21583
4.10  120.40952
4.20  112.22664
4.30  102.58903
4.40  91.46871
4.50  78.89792
4.60  64.97542
4.70  49.86804
4.80  33.80650
4.90  17.07573
5.00  0.00000
500.000	
m		kPa
0.00  0.00000
0.10  16.98949
0.20  33.63919
0.30  49.62950
0.40  64.67920
0.50  78.55999
0.60  91.10609
0.70  102.21835
0.80  111.86296
0.90  120.06538
1.00  126.90073
1.10  132.48188
1.20  136.94680
1.30  140.44633
1.40  143.13346
1.50  145.15472
1.60  146.64403
1.70  147.71881
1.80  148.47836
1.90  149.00379
2.00  149.35924
2.10  149.59374
2.20  149.74350
2.30  149.83403
2.40  149.88208
2.50  149.89708
2.60  149.88208
2.70  149.83403
2.80  149.74350
2.90  149.59374
3.00  149.35924
3.10  149.00379
3.20  148.47836
3.30  147.71881
3.40  146.64403
3.50  145.15472
3.60  143.13346
3.70  140.44633
3.80  136.94680
3.90  132.48188
4.00  126.90073
4.10  120.06538
4.20  111.86296
4.30  102.21835
4.40  91.10609
4.50  78.55999
4.60  64.67920
4.70  49.62950
4.80  33.63919
4.90  16.98949
5.00  0.00000
505.000	
m		kPa
0.00  0.00000
0.10  16.90454
0.20  33.47434
0.30  49.39435
0.40  64.38697
0.50  78.22632
0.60  90.74763
0.70  101.85144
0.80  111.50241
